                       	strstr	simple_strstr	stupid_strstr
Length  104/26, alignment 15/15, fail:	1740.72	1728.52	1110.83
Length  130/26, alignment  0/ 0, found:	1126.3	1135.25	1268.72
Length  130/26, alignment  0/ 0, fail:	1896.97	1920.58	1504.72
Length  130/26, alignment  0/ 3, found:	1132	1126.3	1263.02
Length  130/26, alignment  0/ 3, fail:	1898.61	1923.83	1497.39
Length  130/26, alignment  0/ 9, found:	1129.56	1145.84	1258.95
Length  130/26, alignment  0/ 9, fail:	1888.84	1934.41	1501.47
Length  130/26, alignment  0/15, found:	1105.95	1126.3	1261.39
Length  130/26, alignment  0/15, fail:	1859.53	1926.27	1498.2
Length  130/26, alignment  3/ 0, found:	1118.16	1127.92	1254.89
Length  130/26, alignment  3/ 0, fail:	1911.62	1920.58	1494.14
Length  130/26, alignment  3/ 3, found:	1117.34	1127.94	1258.12
Length  130/26, alignment  3/ 3, fail:	1909.17	1927.89	1480.31
Length  130/26, alignment  3/ 9, found:	1118.98	1140.95	1260.58
Length  130/26, alignment  3/ 9, fail:	1909.17	1950.69	1493.33
Length  130/26, alignment  3/15, found:	1125.5	1119.78	1255.7
Length  130/26, alignment  3/15, fail:	1887.2	1942.55	1487.62
Length  130/26, alignment  9/ 0, found:	1127.94	1132.81	1259.77
Length  130/26, alignment  9/ 0, fail:	1800.94	1839.19	1500.66
Length  130/26, alignment  9/ 3, found:	1123.86	1126.3	1260.58
Length  130/26, alignment  9/ 3, fail:	1797.69	1836.75	1494.14
Length  130/26, alignment  9/ 9, found:	1133.62	1140.94	1256.5
Length  130/26, alignment  9/ 9, fail:	1783.84	1870.11	1488.44
Length  130/26, alignment  9/15, found:	1122.23	1131.17	1252.45
Length  130/26, alignment  9/15, fail:	1814.78	1836.75	1493.33
Length  130/26, alignment 15/ 0, found:	1131.19	1122.23	1262.2
Length  130/26, alignment 15/ 0, fail:	1921.39	1920.56	1489.27
Length  130/26, alignment 15/ 3, found:	1130.38	1130.36	1248.38
Length  130/26, alignment 15/ 3, fail:	1882.33	1921.39	1481.94
Length  130/26, alignment 15/ 9, found:	1118.97	1136.08	1254.88
Length  130/26, alignment 15/ 9, fail:	1893.72	1933.59	1486.83
Length  130/26, alignment 15/15, found:	1129.56	1128.75	1232.09
Length  130/26, alignment 15/15, fail:	1902.67	1920.58	1462.41
Length  156/26, alignment  0/ 0, found:	1145.83	1161.3	1499.03
Length  156/26, alignment  0/ 0, fail:	2233.08	2256.67	1835.12
Length  156/26, alignment  0/ 3, found:	1149.91	1153.16	1493.33
Length  156/26, alignment  0/ 3, fail:	2212.72	2245.28	1842.45
Length  156/26, alignment  0/ 9, found:	1161.3	1165.36	1496.58
Length  156/26, alignment  0/ 9, fail:	2209.47	2260.75	1848.14
Length  156/26, alignment  0/15, found:	1155.61	1152.34	1491.7
Length  156/26, alignment  0/15, fail:	2400.72	2250.97	1844.08
Length  156/26, alignment  3/ 0, found:	1151.53	1152.34	1483.56
Length  156/26, alignment  3/ 0, fail:	2262.38	2297.36	1826.17
Length  156/26, alignment  3/ 3, found:	1152.34	1149.89	1486.81
Length  156/26, alignment  3/ 3, fail:	2259.11	2293.3	1824.55
Length  156/26, alignment  3/ 9, found:	1115.72	1167.81	1489.27
Length  156/26, alignment  3/ 9, fail:	2259.94	2316.89	1824.55
Length  156/26, alignment  3/15, found:	1117.36	1140.95	1482.73
Length  156/26, alignment  3/15, fail:	2255.86	2281.91	1812.34
Length  156/26, alignment  9/ 0, found:	1156.42	1148.28	1496.58
Length  156/26, alignment  9/ 0, fail:	2079.25	2114.25	1848.97
Length  156/26, alignment  9/ 3, found:	1153.16	1148.28	1490.89
Length  156/26, alignment  9/ 3, fail:	2076.81	2111	1827.8
Length  156/26, alignment  9/ 9, found:	1145.02	1161.3	1494.14
Length  156/26, alignment  9/ 9, fail:	2079.27	2132.97	1844.89
Length  156/26, alignment  9/15, found:	1144.2	1146.64	1488.45
Length  156/26, alignment  9/15, fail:	2062.98	2119.14	1822.11
Length  156/26, alignment 15/ 0, found:	1149.09	1152.34	1486
Length  156/26, alignment 15/ 0, fail:	2264.8	2291.67	1813.95
Length  156/26, alignment 15/ 3, found:	1161.3	1153.16	1484.38
Length  156/26, alignment 15/ 3, fail:	2265.62	2291.67	1809.89
Length  156/26, alignment 15/ 9, found:	1159.67	1167	1481.11
Length  156/26, alignment 15/ 9, fail:	2257.5	2303.06	1813.16
Length  156/26, alignment 15/15, found:	1158.86	1159.67	1460.77
Length  156/26, alignment 15/15, fail:	2253.42	2278.64	1813.14
Length  182/26, alignment  0/ 0, found:	1176.75	1178.38	1729.33
Length  182/26, alignment  0/ 0, fail:	2691.23	2542.31	2115.06
Length  182/26, alignment  0/ 3, found:	1180.02	1180.02	1722.02
Length  182/26, alignment  0/ 3, fail:	2493.5	2529.3	2106.94
Length  182/26, alignment  0/ 9, found:	1170.25	1184.89	1726.89
Length  182/26, alignment  0/ 9, fail:	2496.75	2544.77	2112.62
Length  182/26, alignment  0/15, found:	1167.8	1178.39	1721.19
Length  182/26, alignment  0/15, fail:	2491.86	2530.11	2104.48
Length  182/26, alignment  3/ 0, found:	1170.25	1171.88	1726.08
Length  182/26, alignment  3/ 0, fail:	2494.31	2561.84	2109.38
Length  182/26, alignment  3/ 3, found:	1170.25	1163.73	1717.11
Length  182/26, alignment  3/ 3, fail:	2526.86	2553.7	2104.5
Length  182/26, alignment  3/ 9, found:	1135.27	1185.72	1722.83
Length  182/26, alignment  3/ 9, fail:	2525.23	2555.34	2107.75
Length  182/26, alignment  3/15, found:	1171.88	1171.06	1717.12
Length  182/26, alignment  3/15, fail:	2524.41	2567.55	2102.05
Length  182/26, alignment  9/ 0, found:	1187.34	1170.25	1728.52
Length  182/26, alignment  9/ 0, fail:	2313.64	2357.58	2111.81
Length  182/26, alignment  9/ 3, found:	1170.25	1176.75	1717.94
Length  182/26, alignment  9/ 3, fail:	2327.47	2374.67	2104.5
Length  182/26, alignment  9/ 9, found:	1176.77	1184.89	1723.64
Length  182/26, alignment  9/ 9, fail:	2329.11	2386.89	2108.56
Length  182/26, alignment  9/15, found:	1168.62	1179.19	1718.75
Length  182/26, alignment  9/15, fail:	2327.47	2384.44	2102.86
Length  182/26, alignment 15/ 0, found:	1181.64	1175.94	1722
Length  182/26, alignment 15/ 0, fail:	2510.58	2718.92	2101.23
Length  182/26, alignment 15/ 3, found:	1147.45	1174.31	1708.98
Length  182/26, alignment 15/ 3, fail:	2505.7	2552.89	2092.3
Length  182/26, alignment 15/ 9, found:	1173.5	1196.28	1715.5
Length  182/26, alignment 15/ 9, fail:	2495.11	2556.97	2097.98
Length  182/26, alignment 15/15, found:	1180.83	1182.45	1696.77
Length  182/26, alignment 15/15, fail:	2496.75	2555.34	2076
Length  208/26, alignment  0/ 0, found:	1193.86	1197.11	1962.08
Length  208/26, alignment  0/ 0, fail:	2732.75	2788.09	2448.72
Length  208/26, alignment  0/ 3, found:	1203.61	1198.73	1953.94
Length  208/26, alignment  0/ 3, fail:	2709.14	2797.86	2447.11
Length  208/26, alignment  0/ 9, found:	1201.17	1219.89	1958
Length  208/26, alignment  0/ 9, fail:	2707.52	2793.78	2451.17
Length  208/26, alignment  0/15, found:	1169.44	1204.44	1954.75
Length  208/26, alignment  0/15, fail:	2714.84	2762.86	2451.98
Length  208/26, alignment  3/ 0, found:	1166.98	1196.3	1955.56
Length  208/26, alignment  3/ 0, fail:	2733.56	2784.03	2443.05
Length  208/26, alignment  3/ 3, found:	1183.27	1195.47	1947.44
Length  208/26, alignment  3/ 3, fail:	2771	2797.03	2435.7
Length  208/26, alignment  3/ 9, found:	1197.11	1219.88	1950.69
Length  208/26, alignment  3/ 9, fail:	2773.44	2832.03	2438.95
Length  208/26, alignment  3/15, found:	1197.09	1205.25	1941.73
Length  208/26, alignment  3/15, fail:	2788.09	2808.44	2619.62
Length  208/26, alignment  9/ 0, found:	1198.72	1193.03	1960.44
Length  208/26, alignment  9/ 0, fail:	2531.73	2594.39	2447.91
Length  208/26, alignment  9/ 3, found:	1197.09	1192.22	1952.31
Length  208/26, alignment  9/ 3, fail:	2533.36	2588.72	2439.78
Length  208/26, alignment  9/ 9, found:	1195.48	1213.38	1958.02
Length  208/26, alignment  9/ 9, fail:	2549.64	2603.36	2445.47
Length  208/26, alignment  9/15, found:	1171.06	1198.73	1951.5
Length  208/26, alignment  9/15, fail:	2530.11	2590.33	2439.78
Length  208/26, alignment 15/ 0, found:	1201.98	1206.05	1943.36
Length  208/26, alignment 15/ 0, fail:	2780.77	2823.09	2434.08
Length  208/26, alignment 15/ 3, found:	1196.3	1206.06	1937.67
Length  208/26, alignment 15/ 3, fail:	2771.81	2779.14	2434.08
Length  208/26, alignment 15/ 9, found:	1197.92	1213.39	1946.61
Length  208/26, alignment 15/ 9, fail:	2764.48	2831.22	2432.45
Length  208/26, alignment 15/15, found:	1181.64	1197.92	1926.27
Length  208/26, alignment 15/15, fail:	2766.11	2794.59	2414.56
Length  234/26, alignment  0/ 0, found:	1231.3	1232.09	2190.75
Length  234/26, alignment  0/ 0, fail:	3090	3134.77	2784.02
Length  234/26, alignment  0/ 3, found:	1230.47	1232.91	2183.44
Length  234/26, alignment  0/ 3, fail:	3088.38	3138.83	2773.44
Length  234/26, alignment  0/ 9, found:	1232.09	1245.92	2188.33
Length  234/26, alignment  0/ 9, fail:	3082.69	3321.12	2776.7
Length  234/26, alignment  0/15, found:	1245.12	1234.55	2184.25
Length  234/26, alignment  0/15, fail:	3085.12	3137.2	2766.11
Length  234/26, alignment  3/ 0, found:	1197.11	1226.39	2183.44
Length  234/26, alignment  3/ 0, fail:	3105.47	3144.53	2783.2
Length  234/26, alignment  3/ 3, found:	1225.59	1217.44	2175.3
Length  234/26, alignment  3/ 3, fail:	3110.36	3142.09	2773.44
Length  234/26, alignment  3/ 9, found:	1220.7	1231.28	2188.31
Length  234/26, alignment  3/ 9, fail:	3089.19	3159.19	2779.95
Length  234/26, alignment  3/15, found:	1218.27	1216.62	2184.25
Length  234/26, alignment  3/15, fail:	3109.55	3159.19	2771.81
Length  234/26, alignment  9/ 0, found:	1221.52	1223.14	2189.14
Length  234/26, alignment  9/ 0, fail:	2861.33	2922.36	2781.58
Length  234/26, alignment  9/ 3, found:	1197.11	1230.47	2182.62
Length  234/26, alignment  9/ 3, fail:	2853.19	2903.64	2771
Length  234/26, alignment  9/ 9, found:	1232.09	1247.56	2187.5
Length  234/26, alignment  9/ 9, fail:	2822.27	2908.53	2784.83
Length  234/26, alignment  9/15, found:	1230.47	1223.95	2202.14
Length  234/26, alignment  9/15, fail:	2861.33	2901.2	2766.92
Length  234/26, alignment 15/ 0, found:	1220.7	1227.2	2184.25
Length  234/26, alignment 15/ 0, fail:	3087.58	3148.61	2949.22
Length  234/26, alignment 15/ 3, found:	1195.48	1230.47	2176.11
Length  234/26, alignment 15/ 3, fail:	3081.05	3144.53	2765.3
Length  234/26, alignment 15/ 9, found:	1214.19	1240.23	2173.67
Length  234/26, alignment 15/ 9, fail:	3096.52	3160.81	2766.92
Length  234/26, alignment 15/15, found:	1197.09	1224.77	2159.83
Length  234/26, alignment 15/15, fail:	3094.88	3160	2766.11
Length  260/26, alignment  0/ 0, found:	1254.88	1258.95	2420.23
Length  260/26, alignment  0/ 0, fail:	3354.48	3415.52	3062.33
Length  260/26, alignment  0/ 3, found:	1254.08	1250.81	2421.06
Length  260/26, alignment  0/ 3, fail:	3336.58	3406.58	3047.69
Length  260/26, alignment  0/ 9, found:	1254.89	1271.97	2418.62
Length  260/26, alignment  0/ 9, fail:	3356.12	3430.19	3057.45
Length  260/26, alignment  0/15, found:	1255.69	1249.19	2421.06
Length  260/26, alignment  0/15, fail:	3335.78	3413.91	3041.17
Length  260/26, alignment  3/ 0, found:	1238.61	1251.64	2411.3
Length  260/26, alignment  3/ 0, fail:	3385.41	3423.66	3050.12
Length  260/26, alignment  3/ 3, found:	1216.62	1241.86	2412.11
Length  260/26, alignment  3/ 3, fail:	3356.94	3417.14	3042.81
Length  260/26, alignment  3/ 9, found:	1237.78	1263.02	2410.48
Length  260/26, alignment  3/ 9, fail:	3360.19	3614.91	3052.56
Length  260/26, alignment  3/15, found:	1248.38	1241.05	2412.92
Length  260/26, alignment  3/15, fail:	3367.52	3422.84	3046.88
Length  260/26, alignment  9/ 0, found:	1241.86	1253.25	2417.8
Length  260/26, alignment  9/ 0, fail:	3085.12	3160	3052.56
Length  260/26, alignment  9/ 3, found:	1241.86	1254.08	2410.48
Length  260/26, alignment  9/ 3, fail:	3077.8	3142.91	3053.39
Length  260/26, alignment  9/ 9, found:	1247.55	1259.77	2423.52
Length  260/26, alignment  9/ 9, fail:	3074.55	3161.62	3057.45
Length  260/26, alignment  9/15, found:	1250	1254.06	2408.84
Length  260/26, alignment  9/15, fail:	3075.36	3138.02	3047.69
Length  260/26, alignment 15/ 0, found:	1250.83	1258.14	2405.61
Length  260/26, alignment 15/ 0, fail:	3357.75	3433.44	3055.81
Length  260/26, alignment 15/ 3, found:	1222.33	1251.62	2413.73
Length  260/26, alignment 15/ 3, fail:	3350.42	3413.89	3043.62
Length  260/26, alignment 15/ 9, found:	1229.66	1273.61	2412.92
Length  260/26, alignment 15/ 9, fail:	3348.8	3439.94	3044.44
Length  260/26, alignment 15/15, found:	1246.75	1250.81	2396.64
Length  260/26, alignment 15/15, fail:	3356.12	3413.91	3039.55
Length  286/26, alignment  0/ 0, found:	1275.23	1457.52	2652.19
Length  286/26, alignment  0/ 0, fail:	3585.61	3649.91	3402.5
Length  286/26, alignment  0/ 3, found:	1274.42	1276.86	2642.42
Length  286/26, alignment  0/ 3, fail:	3576.67	3650.72	3392.73
Length  286/26, alignment  0/ 9, found:	1265.47	1302.89	2648.11
Length  286/26, alignment  0/ 9, fail:	3587.25	3671.06	3393.56
Length  286/26, alignment  0/15, found:	1264.66	1277.67	2641.61
Length  286/26, alignment  0/15, fail:	3588.06	3658.05	3386.22
Length  286/26, alignment  3/ 0, found:	1261.39	1271.16	2653
Length  286/26, alignment  3/ 0, fail:	3618.16	3664.55	3394.38
Length  286/26, alignment  3/ 3, found:	1261.39	1269.53	2645.67
Length  286/26, alignment  3/ 3, fail:	3622.23	3666.98	3389.48
Length  286/26, alignment  3/ 9, found:	1260.58	1276.03	2650.55
Length  286/26, alignment  3/ 9, fail:	3622.23	3704.42	3393.56
Length  286/26, alignment  3/15, found:	1259.77	1263.03	2644.84
Length  286/26, alignment  3/15, fail:	3623.86	3665.36	3390.3
Length  286/26, alignment  9/ 0, found:	1274.41	1270.34	2653
Length  286/26, alignment  9/ 0, fail:	3306.48	3371.59	3566.89
Length  286/26, alignment  9/ 3, found:	1267.91	1269.53	2659.5
Length  286/26, alignment  9/ 3, fail:	3312.19	3366.7	3384.61
Length  286/26, alignment  9/ 9, found:	1267.91	1291.5	2644.86
Length  286/26, alignment  9/ 9, fail:	3296.72	3387.86	3396.8
Length  286/26, alignment  9/15, found:	1275.23	1277.67	2639.98
Length  286/26, alignment  9/15, fail:	3311.36	3375.66	3389.48
Length  286/26, alignment 15/ 0, found:	1279.3	1271.16	2644.05
Length  286/26, alignment 15/ 0, fail:	3629.56	3662.92	3394.36
Length  286/26, alignment 15/ 3, found:	1278.48	1280.92	2637.53
Length  286/26, alignment 15/ 3, fail:	3617.34	3658.86	3386.23
Length  286/26, alignment 15/ 9, found:	1278.48	1293.14	2638.34
Length  286/26, alignment 15/ 9, fail:	3619.8	3701.98	3390.3
Length  286/26, alignment 15/15, found:	1280.11	1280.11	2618
Length  286/26, alignment 15/15, fail:	3622.23	3664.56	3362.62
Length  312/26, alignment  0/ 0, found:	1298.83	1302.89	2883.31
Length  312/26, alignment  0/ 0, fail:	3908.69	3994.14	3687.34
Length  312/26, alignment  0/ 3, found:	1299.64	1293.12	2875.98
Length  312/26, alignment  0/ 3, fail:	3936.36	4180.5	3680.02
Length  312/26, alignment  0/ 9, found:	1295.58	1309.41	2886.56
Length  312/26, alignment  0/ 9, fail:	3920.09	4005.53	3684.91
Length  312/26, alignment  0/15, found:	1292.33	1301.28	2881.67
Length  312/26, alignment  0/15, fail:	3932.28	3996.58	3673.5
Length  312/26, alignment  3/ 0, found:	1298.83	1301.28	2875.16
Length  312/26, alignment  3/ 0, fail:	3954.27	4025.88	3677.56
Length  312/26, alignment  3/ 3, found:	1298.83	1293.94	2875.16
Length  312/26, alignment  3/ 3, fail:	3957.52	4029.12	3663.73
Length  312/26, alignment  3/ 9, found:	1284.19	1316.73	2879.23
Length  312/26, alignment  3/ 9, fail:	3983.56	4043.8	3688.14
Length  312/26, alignment  3/15, found:	1296.39	1298.02	2867.03
Length  312/26, alignment  3/15, fail:	3968.09	4035.66	3673.5
Length  312/26, alignment  9/ 0, found:	1280.92	1298.02	2881.67
Length  312/26, alignment  9/ 0, fail:	3588.88	3669.42	3683.27
Length  312/26, alignment  9/ 3, found:	1261.39	1297.2	2878.42
Length  312/26, alignment  9/ 3, fail:	3585.61	3664.55	3676.75
Length  312/26, alignment  9/ 9, found:	1472.97	1304.53	2876.78
Length  312/26, alignment  9/ 9, fail:	3592.94	3677.58	3684.08
Length  312/26, alignment  9/15, found:	1297.2	1297.2	2867.83
Length  312/26, alignment  9/15, fail:	3583.17	3656.42	3670.25
Length  312/26, alignment 15/ 0, found:	1269.53	1306.97	2874.34
Length  312/26, alignment 15/ 0, fail:	3941.23	4029.94	3672.69
Length  312/26, alignment 15/ 3, found:	1280.11	1304.53	2857.25
Length  312/26, alignment 15/ 3, fail:	3941.25	4044.59	3666.19
Length  312/26, alignment 15/ 9, found:	1300.45	1319.98	2861.33
Length  312/26, alignment 15/ 9, fail:	3973.8	4047.84	3667
Length  312/26, alignment 15/15, found:	1295.58	1297.2	2854.81
Length  312/26, alignment 15/15, fail:	3951.02	4037.28	3648.27
Length  338/26, alignment  0/ 0, found:	1314.3	1330.56	3120.12
Length  338/26, alignment  0/ 0, fail:	4142.25	4198.41	4017.73
Length  338/26, alignment  0/ 3, found:	1319.17	1320.81	3111.97
Length  338/26, alignment  0/ 3, fail:	4112.95	4204.09	4013.67
Length  338/26, alignment  0/ 9, found:	1324.06	1337.08	3284.52
Length  338/26, alignment  0/ 9, fail:	4108.08	4212.23	4013.67
Length  338/26, alignment  0/15, found:	1327.31	1328.95	3103.84
Length  338/26, alignment  0/15, fail:	4121.91	4202.47	4000.64
Length  338/26, alignment  3/ 0, found:	1332.19	1324.88	3111.17
Length  338/26, alignment  3/ 0, fail:	4115.41	4208.98	4011.22
Length  338/26, alignment  3/ 3, found:	1311.03	1322.44	3103.03
Length  338/26, alignment  3/ 3, fail:	4115.41	4211.44	3999.83
Length  338/26, alignment  3/ 9, found:	1318.36	1328.12	3109.53
Length  338/26, alignment  3/ 9, fail:	4142.27	4229.33	4006.34
Length  338/26, alignment  3/15, found:	1298.02	1321.62	3098.14
Length  338/26, alignment  3/15, fail:	4115.41	4220.39	3998.22
Length  338/26, alignment  9/ 0, found:	1327.31	1329.77	3110.36
Length  338/26, alignment  9/ 0, fail:	3766.28	3858.23	4015.3
Length  338/26, alignment  9/ 3, found:	1327.31	1328.95	3101.39
Length  338/26, alignment  9/ 3, fail:	3745.12	3856.61	4007.17
Length  338/26, alignment  9/ 9, found:	1323.25	1521	3108.73
Length  338/26, alignment  9/ 9, fail:	3771.16	3859.05	4013.67
Length  338/26, alignment  9/15, found:	1326.5	1322.44	3103.03
Length  338/26, alignment  9/15, fail:	3761.39	3841.16	4001.45
Length  338/26, alignment 15/ 0, found:	1324.05	1317.55	3110.34
Length  338/26, alignment 15/ 0, fail:	4111.33	4226.06	4002.28
Length  338/26, alignment 15/ 3, found:	1319.17	1316.73	3097.33
Length  338/26, alignment 15/ 3, fail:	4140.62	4203.28	3995.77
Length  338/26, alignment 15/ 9, found:	1324.88	1339.52	3103.03
Length  338/26, alignment 15/ 9, fail:	4104	4226.89	3994.95
Length  338/26, alignment 15/15, found:	1319.98	1324.86	3090
Length  338/26, alignment 15/15, fail:	4131.67	4210.61	3988.44
Length  364/26, alignment  0/ 0, found:	1345.22	1355.78	3346.36
Length  364/26, alignment  0/ 0, fail:	4440.92	4535.33	4346.52
Length  364/26, alignment  0/ 3, found:	1351.72	1355.8	3339.84
Length  364/26, alignment  0/ 3, fail:	4435.23	4532.06	4523.94
Length  364/26, alignment  0/ 9, found:	1354.98	1369.64	3350.42
Length  364/26, alignment  0/ 9, fail:	4432.78	4535.33	4344.08
Length  364/26, alignment  0/15, found:	1354.17	1354.16	3340.66
Length  364/26, alignment  0/15, fail:	4433.59	4533.69	4346.52
Length  364/26, alignment  3/ 0, found:	1344.39	1345.22	3334.14
Length  364/26, alignment  3/ 0, fail:	4475.11	4549.16	4336.75
Length  364/26, alignment  3/ 3, found:	1342.77	1347.66	3326.02
Length  364/26, alignment  3/ 3, fail:	4497.89	4554.05	4337.56
Length  364/26, alignment  3/ 9, found:	1323.23	1353.34	3329.27
Length  364/26, alignment  3/ 9, fail:	4495.44	4567.06	4344.89
Length  364/26, alignment  3/15, found:	1343.58	1338.72	3326.81
Length  364/26, alignment  3/15, fail:	4510.91	4584.14	4335.12
Length  364/26, alignment  9/ 0, found:	1315.11	1343.59	3344.73
Length  364/26, alignment  9/ 0, fail:	4056.81	4143.89	4344.89
Length  364/26, alignment  9/ 3, found:	1324.06	1350.92	3615.72
Length  364/26, alignment  9/ 3, fail:	4038.08	4142.25	4335.94
Length  364/26, alignment  9/ 9, found:	1321.62	1363.94	3335.77
Length  364/26, alignment  9/ 9, fail:	4051.91	4141.44	4340.02
Length  364/26, alignment  9/15, found:	1321.62	1351.72	3336.58
Length  364/26, alignment  9/15, fail:	4050.3	4143.89	4344.89
Length  364/26, alignment 15/ 0, found:	1355.8	1350.09	3326.02
Length  364/26, alignment 15/ 0, fail:	4516.61	4571.94	4349.78
Length  364/26, alignment 15/ 3, found:	1356.61	1347.66	3334.16
Length  364/26, alignment 15/ 3, fail:	4462.08	4544.27	4335.94
Length  364/26, alignment 15/ 9, found:	1346.03	1363.94	3339.03
Length  364/26, alignment 15/ 9, fail:	4506.84	4602.05	4343.27
Length  364/26, alignment 15/15, found:	1320.8	1354.97	3316.23
Length  364/26, alignment 15/15, fail:	4466.95	4584.16	4313.97
Length  390/26, alignment  0/ 0, found:	1360.67	1374.52	3578.28
Length  390/26, alignment  0/ 0, fail:	4722.5	4956.06	4639.48
Length  390/26, alignment  0/ 3, found:	1373.7	1376.14	3562.02
Length  390/26, alignment  0/ 3, fail:	4728.19	4828.3	4623.2
Length  390/26, alignment  0/ 9, found:	1370.45	1388.36	3585.61
Length  390/26, alignment  0/ 9, fail:	4723.31	4835.61	4633.78
Length  390/26, alignment  0/15, found:	1369.62	1365.56	3561.19
Length  390/26, alignment  0/15, fail:	4705.41	4833.98	4624.02
Length  390/26, alignment  3/ 0, found:	1362.31	1368	3574.22
Length  390/26, alignment  3/ 0, fail:	4743.66	4831.53	4632.98
Length  390/26, alignment  3/ 3, found:	1363.12	1359.05	3568.53
Length  390/26, alignment  3/ 3, fail:	4740.39	4838.05	4621.58
Length  390/26, alignment  3/ 9, found:	1367.19	1380.2	3571.78
Length  390/26, alignment  3/ 9, fail:	4749.34	4853.52	4625.64
Length  390/26, alignment  3/15, found:	1333	1359.06	3566.91
Length  390/26, alignment  3/15, fail:	4748.53	5025.22	4635.41
Length  390/26, alignment  9/ 0, found:	1372.08	1375.31	3575.84
Length  390/26, alignment  9/ 0, fail:	4291.19	4398.59	4627.28
Length  390/26, alignment  9/ 3, found:	1364.75	1374.52	3566.89
Length  390/26, alignment  9/ 3, fail:	4299.33	4394.53	4619.14
Length  390/26, alignment  9/ 9, found:	1361.48	1388.34	3571.78
Length  390/26, alignment  9/ 9, fail:	4293.61	4405.92	4624.02
Length  390/26, alignment  9/15, found:	1371.25	1373.7	3565.27
Length  390/26, alignment  9/15, fail:	4274.91	4394.53	4619.14
Length  390/26, alignment 15/ 0, found:	1351.72	1376.95	3565.27
Length  390/26, alignment 15/ 0, fail:	4729.81	4829.09	4623.22
Length  390/26, alignment 15/ 3, found:	1341.95	1369.64	3556.31
Length  390/26, alignment 15/ 3, fail:	4739.58	4839.69	4612.62
Length  390/26, alignment 15/ 9, found:	1372.88	1393.23	3566.91
Length  390/26, alignment 15/ 9, fail:	4733.06	4846.19	4792.48
Length  390/26, alignment 15/15, found:	1369.62	1369.62	3543.3
Length  390/26, alignment 15/15, fail:	4742.83	4835.62	4599.61
Length   54/27, alignment  0/ 0, found:	1099.44	1088.86	571.297
Length   54/27, alignment  0/ 0, fail:	1140.14	1153.97	559.906
Length   54/27, alignment  0/ 3, found:	1070.97	1071.78	572.906
Length   54/27, alignment  0/ 3, fail:	1120.61	1151.53	536.297
Length   54/27, alignment  0/ 9, found:	1063.64	1078.3	568.859
Length   54/27, alignment  0/ 9, fail:	1119.8	1153.16	538.734
Length   54/27, alignment  0/15, found:	1079.91	1083.17	559.078
Length   54/27, alignment  0/15, fail:	1131.19	1135.25	531.422
Length   54/27, alignment  3/ 0, found:	1064.45	1080.73	573.734
Length   54/27, alignment  3/ 0, fail:	1174.33	1184.89	537.922
Length   54/27, alignment  3/ 3, found:	1060.39	1061.2	569.656
Length   54/27, alignment  3/ 3, fail:	1139.33	1175.14	537.109
Length   54/27, alignment  3/ 9, found:	1062.83	1076.66	572.109
Length   54/27, alignment  3/ 9, fail:	1146.64	1203.62	535.469
Length   54/27, alignment  3/15, found:	1057.94	1065.27	563.969
Length   54/27, alignment  3/15, fail:	1151.53	1199.55	528.984
Length   54/27, alignment  9/ 0, found:	1044.92	1066.89	568.844
Length   54/27, alignment  9/ 0, fail:	1132.81	1163.73	540.359
Length   54/27, alignment  9/ 3, found:	1051.44	1053.88	561.516
Length   54/27, alignment  9/ 3, fail:	1143.39	1186.52	529.781
Length   54/27, alignment  9/ 9, found:	1047.36	1042.48	573.734
Length   54/27, alignment  9/ 9, fail:	1114.92	1162.92	544.422
Length   54/27, alignment  9/15, found:	1037.59	1059.58	558.266
Length   54/27, alignment  9/15, fail:	1108.41	1162.92	529.781
Length   54/27, alignment 15/ 0, found:	1097.83	1112.47	559.906
Length   54/27, alignment 15/ 0, fail:	1136.08	1180.83	530.609
Length   54/27, alignment 15/ 3, found:	1074.22	1069.33	560.719
Length   54/27, alignment 15/ 3, fail:	1170.25	1144.2	531.422
Length   54/27, alignment 15/ 9, found:	1081.53	1077.48	568.031
Length   54/27, alignment 15/ 9, fail:	1147.45	1166.98	536.297
Length   54/27, alignment 15/15, found:	1066.91	1077.47	533.859
Length   54/27, alignment 15/15, fail:	1135.25	1175.94	503.75
Length   81/27, alignment  0/ 0, found:	1075.86	1112.47	821.141
Length   81/27, alignment  0/ 0, fail:	1349.3	1394.86	904.125
Length   81/27, alignment  0/ 3, found:	1075.03	1092.94	821.938
Length   81/27, alignment  0/ 3, fail:	1345.22	1385.09	888.672
Length   81/27, alignment  0/ 9, found:	1087.25	1094.56	817.062
Length   81/27, alignment  0/ 9, fail:	1341.14	1371.27	893.547
Length   81/27, alignment  0/15, found:	1079.09	1099.45	808.094
Length   81/27, alignment  0/15, fail:	1371.25	1385.91	888.672
Length   81/27, alignment  3/ 0, found:	1097.81	1114.09	820.312
Length   81/27, alignment  3/ 0, fail:	1381.02	1444.5	885.406
Length   81/27, alignment  3/ 3, found:	1085.61	1092.94	805.672
Length   81/27, alignment  3/ 3, fail:	1405.44	1434.73	876.453
Length   81/27, alignment  3/ 9, found:	1080.72	1092.12	810.547
Length   81/27, alignment  3/ 9, fail:	1398.11	1432.28	886.234
Length   81/27, alignment  3/15, found:	1086.44	1090.5	808.109
Length   81/27, alignment  3/15, fail:	1388.34	1433.09	869.141
Length   81/27, alignment  9/ 0, found:	1081.55	1110.02	817.875
